,성별구분코드,연령대구분명,답변자거주지역명,가구소득정도명,중국여행관심값,일본여행관심값,홍콩마카오여행관심값,동남아시아여행관심값,중동서남아시아여행관심값,미국캐나다여행관심값,남미중남미여행관심값,서유럽북유럽여행관심값,동유럽여행관심값,남유럽여행관심값,남태평양여행관심값,아프리카여행관심값,군집
602,F,60,경기도,4,1,3,3,4,3,5,3,4,5,5,3,4,0
603,M,30,경기도,3,1,4,3,4,3,4,3,5,4,4,4,3,1
604,M,20,서울특별시,2,1,5,1,4,3,4,4,4,4,4,4,2,1
605,M,20,충청남도(세종시 포함),1,3,4,3,3,3,3,3,4,3,3,3,3,1
606,M,20,서울특별시,4,3,5,4,3,3,3,3,3,3,3,3,3,1
607,M,30,경기도,4,2,5,2,1,1,5,3,3,3,3,5,3,0
608,M,20,서울특별시,4,2,3,3,5,4,4,4,4,4,4,4,4,1
609,M,20,대구광역시,1,3,4,3,3,3,3,3,3,3,3,3,3,1
610,M,20,대구광역시,4,1,5,1,1,1,5,1,5,2,5,5,1,0
611,M,20,부산광역시,3,2,5,4,3,3,4,4,5,3,5,4,1,1
612,M,40,서울특별시,4,2,4,3,4,3,3,3,3,3,3,3,3,1
613,M,50,서울특별시,4,3,3,4,4,3,4,3,4,3,3,5,3,0
614,F,20,서울특별시,1,2,1,2,4,1,2,1,1,5,5,3,1,3
615,M,40,서울특별시,2,3,2,3,4,3,3,2,4,5,4,3,4,2
616,M,40,서울특별시,3,2,4,3,5,4,3,5,5,5,5,5,3,1
617,F,30,충청북도,2,1,1,3,3,3,5,4,4,4,4,4,2,3
618,F,50,충청남도(세종시 포함),1,2,3,3,3,3,4,3,3,3,4,3,4,0
619,F,50,충청남도(세종시 포함),4,2,1,3,3,3,3,5,5,5,5,5,3,0
620,F,30,전라북도,1,1,3,4,4,1,4,1,3,3,2,4,1,3
621,M,30,인천광역시,3,1,4,3,3,2,3,3,3,3,3,3,1,1
622,F,20,대전광역시,2,2,4,4,4,3,4,3,4,3,4,4,3,3
623,F,50,경기도,4,2,3,3,2,2,4,5,4,3,4,4,4,0
624,F,60,인천광역시,4,2,3,3,3,3,3,3,3,3,3,3,3,0
625,F,20,서울특별시,4,3,3,3,3,3,3,3,3,3,3,3,3,0
626,F,60,경기도,2,3,3,3,3,2,2,2,2,2,2,2,2,0
627,M,30,전라북도,2,1,2,3,3,1,4,2,3,3,3,4,1,2
628,M,60,부산광역시,3,3,4,1,3,2,3,4,3,4,4,1,1,1
629,F,60,경기도,4,1,3,2,1,2,3,1,3,5,3,4,2,0
630,M,60,경상북도,2,3,3,3,4,3,3,3,4,4,3,3,2,1
631,M,40,대전광역시,3,1,4,2,4,4,4,3,4,4,4,4,1,1
632,M,50,서울특별시,3,3,3,3,3,3,3,3,3,3,3,3,3,1
633,M,30,경기도,2,2,3,3,2,2,3,2,4,3,3,4,2,2
634,M,50,경기도,3,3,4,4,4,4,4,4,4,4,4,4,4,0
635,F,20,충청남도(세종시 포함),4,3,1,3,5,1,3,3,3,3,3,3,3,0
636,F,40,경상북도,3,1,2,4,4,3,3,3,3,3,3,3,3,4
637,F,50,충청남도(세종시 포함),4,1,1,2,1,1,3,2,3,4,4,2,1,0
638,M,40,경상남도,3,1,3,4,4,2,2,2,2,2,2,3,1,1
639,M,60,경상북도,2,2,4,1,1,1,1,1,1,1,1,1,1,1
640,F,20,경상북도,4,3,3,3,3,3,3,3,3,3,3,3,3,0
641,M,30,경기도,4,1,1,4,4,3,4,4,4,5,4,4,3,0
642,F,60,강원도,2,1,1,2,1,3,1,3,3,3,3,4,3,3
643,M,40,경상남도,4,1,4,4,4,1,3,2,2,3,3,3,1,2
644,F,20,서울특별시,4,1,1,1,5,1,2,1,2,1,1,2,2,0
645,F,50,경기도,4,4,2,2,4,4,3,3,4,4,4,3,3,0
646,M,40,광주광역시,4,3,1,3,3,2,3,3,3,5,3,3,3,2
647,M,40,대구광역시,2,4,3,5,3,3,4,4,4,3,4,3,4,2
648,M,60,전라남도,2,2,2,2,2,2,2,2,1,1,2,2,1,1
649,M,30,전라북도,2,1,2,2,5,1,5,1,5,5,5,5,1,2
650,F,30,충청남도(세종시 포함),4,3,5,3,5,3,3,3,3,3,3,2,3,0
651,F,60,광주광역시,3,1,1,1,1,1,1,1,5,5,1,1,1,1
652,M,30,대구광역시,4,5,5,5,5,5,5,5,5,5,5,5,5,0
653,M,20,경기도,4,1,4,3,3,1,4,3,2,3,3,4,1,0
654,F,40,경상남도,3,3,3,3,3,3,3,3,3,3,3,3,5,4
655,M,30,경기도,2,2,2,3,2,2,3,2,3,2,2,3,2,2
656,F,30,충청남도(세종시 포함),2,1,1,4,4,4,4,2,5,3,5,5,3,3
657,F,30,부산광역시,1,2,4,4,4,2,3,3,3,3,3,4,1,3
658,M,40,제주도,1,1,2,2,1,1,5,2,4,5,5,4,1,2
659,F,30,충청북도,2,1,4,1,4,1,1,1,1,1,1,3,1,3
660,F,20,서울특별시,4,3,3,4,3,3,3,3,3,3,3,3,3,0
661,M,60,경상북도,3,4,4,4,3,4,4,4,3,4,5,3,3,1
662,M,60,부산광역시,2,4,4,3,3,3,3,2,3,3,3,3,3,1
663,F,20,전라북도,4,3,4,3,2,2,5,2,2,4,3,5,3,0
664,F,30,충청북도,1,3,4,4,5,3,5,3,5,5,4,5,3,3
665,F,20,인천광역시,4,1,3,3,5,2,5,2,5,4,4,5,3,0
666,M,40,전라남도,3,3,3,3,3,3,3,3,3,3,3,3,3,1
667,M,60,경기도,1,3,2,3,2,3,3,2,3,3,3,3,3,1
668,M,60,대구광역시,1,2,2,2,3,1,2,2,3,2,2,3,1,1
669,F,60,경기도,4,1,1,2,1,2,4,3,3,4,1,3,1,0
670,F,50,부산광역시,4,1,3,2,2,3,3,3,3,2,3,5,3,0
671,M,50,경상남도,3,3,1,3,4,3,3,1,3,5,4,3,1,1
672,M,30,광주광역시,2,1,1,1,1,1,1,1,1,1,1,1,1,2
673,M,50,울산광역시,3,1,1,1,3,2,3,2,4,4,4,4,2,1
674,F,30,충청남도(세종시 포함),2,1,4,2,3,2,3,2,3,3,2,3,2,3
675,M,40,서울특별시,2,3,3,3,3,3,3,3,3,3,3,3,3,2
676,M,60,경기도,3,2,2,3,2,3,4,5,3,4,2,5,4,1
677,M,60,경기도,4,3,3,2,3,3,3,3,4,4,4,4,2,0
678,M,30,울산광역시,2,2,3,2,4,3,3,3,3,3,3,3,3,2
679,M,30,부산광역시,2,2,3,3,4,1,2,3,3,3,3,3,1,2
680,M,60,경기도,4,4,2,3,4,2,2,2,2,1,4,3,1,0
681,F,40,제주도,2,3,5,2,5,3,3,3,5,4,4,4,3,2
682,F,50,경기도,2,4,4,5,3,4,4,3,5,5,5,5,2,0
683,F,50,경상남도,3,2,3,3,3,2,4,3,3,4,4,3,3,0
684,M,50,경상북도,3,3,4,4,4,3,3,3,4,3,3,3,3,1
685,M,40,인천광역시,4,2,3,1,3,4,1,3,5,4,4,4,3,2
686,F,50,경기도,3,2,1,3,4,3,3,3,3,4,3,3,3,0
687,M,60,경상남도,3,4,3,3,3,2,4,3,4,3,3,3,3,1
688,F,40,경상남도,4,2,2,3,3,4,4,3,4,4,4,4,2,0
689,M,60,경기도,3,5,2,4,2,2,4,2,4,2,2,2,2,1
690,M,30,경기도,3,1,1,1,1,1,1,1,1,1,1,1,1,1
691,F,30,대전광역시,4,2,4,4,4,3,4,3,4,4,4,3,2,0
692,F,40,충청남도(세종시 포함),3,4,3,4,4,4,4,4,4,4,4,4,3,4
693,F,40,광주광역시,3,2,2,3,3,3,3,3,3,3,3,3,3,4
694,M,30,대구광역시,4,3,5,3,4,3,1,3,1,1,3,5,3,0
695,F,60,경기도,2,2,2,2,2,2,4,2,4,2,1,2,3,0
696,F,20,충청북도,3,2,5,4,4,2,5,2,4,4,4,4,2,4
697,F,30,전라북도,3,3,4,4,5,1,3,2,4,4,3,4,2,3
698,M,60,경기도,3,3,3,3,3,3,3,3,3,3,3,3,3,1
699,F,20,인천광역시,3,4,5,4,5,1,3,1,4,3,4,3,3,4
700,M,50,경기도,4,3,3,3,3,1,3,3,3,3,3,3,1,0
701,F,50,강원도,4,5,5,5,5,3,5,3,5,3,5,5,3,0
702,M,30,경기도,4,3,4,4,4,1,4,1,4,4,4,3,1,0
703,F,50,충청남도(세종시 포함),4,1,3,3,5,3,3,2,5,5,5,3,2,0
704,M,40,전라남도,2,1,2,1,2,1,1,1,1,1,1,1,1,2
705,F,50,제주도,2,4,5,4,4,3,3,2,3,2,3,4,2,0
706,F,50,경기도,3,4,4,4,4,4,4,4,4,4,4,4,4,0
707,M,30,서울특별시,4,1,4,1,1,1,1,1,1,1,1,1,1,1
708,F,30,경상남도,4,1,1,1,3,1,1,1,1,1,1,4,1,0
709,F,20,광주광역시,1,3,3,3,4,3,3,3,3,3,3,3,3,0
710,M,60,대전광역시,3,2,1,3,3,3,3,3,4,3,3,4,3,1
711,M,30,경기도,4,1,4,1,1,1,4,5,3,3,3,3,1,0
712,F,50,경상남도,3,2,2,3,3,3,3,4,4,3,4,3,2,0
713,F,30,인천광역시,1,4,3,4,3,3,3,3,4,4,4,3,3,3
714,M,50,서울특별시,3,2,3,3,3,3,3,3,2,3,2,3,3,1
715,F,60,경기도,2,3,3,3,3,4,4,3,4,3,4,3,3,0
716,M,60,경기도,3,1,5,2,1,1,4,2,5,4,3,3,1,1
717,M,60,경기도,3,1,1,1,1,4,4,4,4,4,4,4,1,1
718,F,20,강원도,2,2,1,3,5,3,4,2,4,4,4,3,3,3
719,F,30,광주광역시,4,1,3,2,3,1,4,3,5,4,4,5,1,0
720,M,30,울산광역시,1,1,4,1,3,1,4,1,4,2,4,4,1,1
721,M,40,인천광역시,4,2,4,3,3,2,3,2,2,4,4,4,1,2
722,M,30,경기도,2,1,3,1,1,1,3,1,3,3,1,3,1,2
723,M,50,경상북도,4,3,4,3,4,4,3,3,3,3,3,3,1,0
724,M,50,충청북도,2,3,3,3,3,2,2,2,3,2,3,2,3,2
725,F,20,전라북도,4,1,5,4,4,2,4,3,4,2,3,4,2,0
726,M,60,부산광역시,2,3,4,3,4,3,3,3,3,3,3,3,3,1
727,M,20,서울특별시,4,1,3,3,3,1,3,1,5,4,4,2,1,1
728,M,30,경기도,3,1,3,2,4,4,5,5,3,3,3,4,4,1
729,M,40,대전광역시,3,1,3,4,3,2,5,3,5,4,4,5,2,1
730,F,40,대전광역시,4,3,3,3,4,4,3,3,3,3,3,3,3,0
731,M,30,서울특별시,2,1,5,3,3,1,5,3,5,3,5,5,3,3
732,F,50,경기도,4,2,1,3,3,3,3,3,4,4,4,4,3,0
733,F,30,전라북도,2,1,2,2,3,3,5,4,4,2,4,4,2,3
734,M,20,경기도,4,3,4,3,4,4,4,4,4,4,4,4,3,0
735,M,60,경기도,4,1,4,3,3,3,4,3,4,4,3,4,3,0
736,M,30,서울특별시,1,3,3,2,4,3,3,3,3,3,3,3,4,1
737,F,60,경기도,4,3,3,3,3,4,3,4,4,3,3,3,3,0
738,F,40,경상북도,3,3,3,3,3,3,3,3,3,3,3,3,3,4
739,F,50,경기도,1,3,4,1,2,2,5,1,5,2,4,4,1,0
740,F,40,경상남도,1,3,4,3,3,3,3,3,4,3,3,3,3,4
741,M,50,대구광역시,1,1,1,2,1,2,1,2,1,1,1,1,1,0
742,F,60,서울특별시,4,3,4,4,3,2,3,4,4,3,3,4,3,0
743,F,60,서울특별시,2,4,2,2,3,4,4,4,3,3,3,2,4,3
744,F,60,서울특별시,3,1,4,4,4,1,1,1,4,1,1,1,1,1
745,F,60,서울특별시,4,2,1,3,3,1,4,1,3,4,3,3,1,0
746,F,60,서울특별시,2,2,4,4,4,1,4,4,4,3,3,4,3,3
747,F,60,서울특별시,3,1,1,1,3,1,3,1,3,3,1,1,1,1
748,F,50,서울특별시,1,4,4,4,4,4,4,4,4,4,4,4,4,0
749,F,50,서울특별시,3,1,1,2,3,4,4,3,3,5,4,5,1,0
750,F,50,서울특별시,4,1,1,2,4,1,5,1,5,3,3,4,1,0
751,F,50,서울특별시,4,3,3,3,4,3,4,5,4,4,5,4,3,0
752,F,50,서울특별시,4,2,2,3,1,2,5,2,3,4,4,4,3,0
753,F,50,부산광역시,1,2,4,4,3,3,3,4,3,4,3,4,1,0
754,F,50,부산광역시,3,3,3,3,3,3,3,3,3,3,3,3,3,0
755,F,50,부산광역시,4,2,2,5,4,3,4,4,5,1,5,3,3,0
756,F,50,전라북도,3,1,3,3,4,1,1,1,1,1,1,1,1,0
757,F,50,제주도,4,1,3,3,5,5,3,3,2,4,3,2,3,0
758,F,40,서울특별시,4,1,4,4,1,1,4,3,4,4,4,4,3,0
759,F,40,서울특별시,4,1,5,4,3,3,3,3,3,3,4,3,3,0
760,F,40,서울특별시,4,1,3,3,3,1,3,1,5,5,5,3,1,0
761,F,40,서울특별시,1,3,1,4,4,3,4,3,3,3,3,4,3,3
762,F,40,서울특별시,2,1,1,1,5,1,4,3,4,4,4,5,3,3
763,F,40,서울특별시,4,1,3,2,3,1,4,1,2,3,2,4,1,0
764,F,40,부산광역시,1,2,3,3,2,3,2,2,2,3,2,3,2,4
765,F,40,부산광역시,4,2,2,3,4,1,4,4,4,3,4,5,2,0
766,F,40,대구광역시,3,3,3,3,3,3,4,3,4,4,4,4,3,4
767,F,40,인천광역시,3,1,3,3,5,2,4,5,5,5,5,5,3,4
768,F,40,인천광역시,3,1,4,1,1,1,2,2,3,1,3,3,1,4
769,F,40,울산광역시,2,3,3,3,3,5,3,3,5,5,5,3,3,2
770,F,30,서울특별시,3,1,2,3,4,1,4,3,3,4,3,4,1,3
771,F,30,서울특별시,2,1,1,1,1,1,1,1,1,1,1,1,1,3
772,F,30,서울특별시,4,2,3,1,2,3,3,1,4,1,1,3,3,3
773,F,30,서울특별시,2,1,2,2,4,3,5,4,3,4,3,4,4,3
774,F,30,경기도,1,2,3,3,3,2,4,3,5,2,5,3,1,0
775,F,30,경기도,4,3,3,4,3,3,3,3,3,3,3,4,3,0
776,F,30,경기도,3,1,1,1,3,1,4,2,3,4,3,3,3,0
777,F,30,부산광역시,2,2,1,3,4,1,3,2,2,4,2,4,3,3
778,F,30,부산광역시,1,2,1,3,3,3,4,3,3,3,3,4,3,3
779,F,30,부산광역시,1,1,5,4,2,1,2,3,3,2,3,4,1,3
780,F,20,서울특별시,4,5,1,5,5,5,5,5,5,5,5,5,5,0
781,F,20,서울특별시,2,4,3,5,2,3,4,3,3,3,3,2,3,3
782,F,20,서울특별시,2,2,1,3,3,3,4,3,3,4,4,4,3,3
783,F,20,대전광역시,1,1,4,2,4,3,5,3,3,3,4,5,3,0
784,M,60,서울특별시,3,3,2,3,4,4,3,4,3,4,4,4,4,1
785,M,60,서울특별시,4,2,3,3,3,5,4,3,3,4,4,3,3,1
786,M,60,서울특별시,3,3,1,2,3,2,4,2,4,4,2,3,2,1
787,M,60,서울특별시,3,1,1,3,4,2,4,1,4,4,4,3,1,1
788,M,60,서울특별시,3,2,3,3,3,2,4,2,3,4,3,4,2,1
789,M,60,서울특별시,1,3,1,1,1,1,1,1,1,1,1,1,1,1
790,M,60,서울특별시,4,2,4,3,4,2,3,2,2,3,2,2,2,1
791,M,60,경기도,3,3,1,4,4,3,2,3,3,3,3,3,2,1
792,M,60,경기도,4,4,4,4,4,3,3,3,3,3,3,3,3,0
793,M,60,경기도,3,3,5,4,3,4,4,4,3,4,4,4,5,1
794,M,60,경기도,2,2,3,3,3,3,5,4,4,4,4,4,2,2
795,M,60,경기도,4,1,4,3,3,3,4,3,4,3,3,3,3,0
796,M,60,경기도,4,2,3,4,4,1,3,1,3,3,3,3,1,0
797,M,60,광주광역시,1,4,4,5,4,4,4,4,5,5,5,5,4,1
798,M,50,경상남도,2,2,3,4,4,3,4,3,4,4,4,4,3,2
799,M,40,경기도,1,4,5,4,4,1,1,1,1,1,1,1,1,2
800,M,40,경기도,4,3,4,3,3,3,3,3,3,3,3,3,1,2
801,M,40,경기도,3,1,1,3,4,1,4,3,3,3,3,3,1,2
802,M,40,경기도,4,1,1,1,1,1,1,1,1,1,1,1,1,2
803,M,40,경기도,3,2,4,3,3,2,3,3,4,3,3,3,2,2
804,M,40,경기도,4,1,4,4,2,2,5,2,4,3,4,4,1,2
805,M,40,경기도,4,1,3,3,3,4,5,4,5,5,5,3,4,2
806,M,40,경기도,3,3,1,3,4,3,3,3,4,4,3,4,2,2
807,M,40,부산광역시,1,3,3,3,3,3,3,4,3,3,3,3,3,2
808,M,40,경상남도,1,1,1,1,1,1,1,1,1,1,1,1,1,2
809,M,40,경상남도,3,1,1,1,3,1,1,1,1,1,1,3,1,1
810,M,40,경상남도,3,1,1,4,4,1,4,1,3,4,4,4,1,1
811,M,40,경상남도,4,1,3,3,5,4,3,2,4,4,4,4,1,2
812,M,30,인천광역시,2,1,4,4,3,3,5,3,4,3,4,3,3,2
813,M,30,인천광역시,3,3,3,3,3,3,3,3,3,3,3,3,3,1
814,M,30,인천광역시,4,3,2,2,2,2,1,2,4,4,4,4,1,0
815,M,30,인천광역시,2,1,4,3,4,3,4,1,4,4,4,4,1,2
816,M,30,인천광역시,2,2,3,4,5,1,3,3,3,4,2,2,1,2
817,M,30,울산광역시,2,1,1,1,1,1,4,1,4,1,1,1,1,2
818,F,60,경기도,4,2,2,2,3,2,2,3,2,2,3,3,3,0
819,M,20,경상남도,2,3,3,3,3,3,3,3,3,3,3,3,3,2
820,F,60,경상북도,3,2,3,2,4,2,3,2,3,2,2,3,2,1
821,M,30,서울특별시,2,4,4,4,4,4,4,4,4,4,4,4,4,3
822,F,60,경상북도,4,2,4,1,2,2,2,2,3,3,4,4,1,0
823,F,60,전라남도,1,2,3,3,2,2,3,3,3,2,3,3,2,0
824,M,20,경상북도,2,1,2,3,1,1,3,3,1,1,1,1,1,2
825,M,20,대구광역시,2,2,4,3,3,3,3,3,3,3,3,3,3,2
826,F,60,경상북도,4,3,3,3,3,4,5,4,3,3,3,4,3,0
827,M,20,경기도,2,2,3,3,3,2,3,3,3,4,3,4,2,2
828,M,20,인천광역시,4,1,5,3,3,3,4,3,4,4,4,4,3,0
829,M,20,서울특별시,3,3,3,3,3,3,3,3,3,3,3,3,3,1
830,M,20,경기도,4,3,4,4,5,5,4,5,3,3,3,3,2,0
831,M,20,경기도,2,3,3,3,3,3,4,3,3,3,3,3,3,2
832,M,20,경상남도,4,1,5,2,3,3,5,3,3,3,3,3,1,0
833,F,60,경상북도,1,2,2,4,2,2,3,3,4,5,2,5,3,0
834,M,20,광주광역시,4,3,3,3,3,3,3,3,3,3,3,3,3,0
835,M,20,전라북도,2,2,4,3,4,3,3,3,3,3,3,4,3,2
836,M,20,전라북도,1,1,5,2,4,2,5,2,4,3,3,4,2,1
837,M,20,서울특별시,2,1,1,3,4,4,5,3,3,3,5,4,1,1
838,M,20,전라북도,2,3,3,4,3,3,3,3,3,3,3,3,2,2
839,M,20,부산광역시,2,3,4,4,4,1,3,3,3,3,3,3,3,2
840,M,30,경기도,2,1,1,3,4,1,4,3,3,3,2,3,3,2
841,M,50,서울특별시,3,1,3,3,3,4,3,3,3,3,3,4,3,1
842,M,30,서울특별시,4,1,2,3,3,2,4,2,5,4,5,4,2,1
843,M,30,서울특별시,2,1,3,5,4,2,3,2,4,4,4,4,2,3
844,M,50,서울특별시,2,3,5,3,3,3,5,3,5,5,5,4,3,1
845,M,50,서울특별시,4,2,3,3,4,1,3,3,3,2,3,4,3,0
846,M,50,서울특별시,4,1,3,3,3,2,3,3,3,4,3,3,1,0
847,M,40,서울특별시,4,1,5,4,5,4,5,3,2,5,4,5,1,1
848,F,30,충청남도(세종시 포함),1,1,1,4,5,3,4,3,4,3,3,4,3,3
849,F,40,강원도,4,3,5,5,4,3,4,4,4,4,4,4,3,0
850,M,50,경상북도,4,1,1,1,3,1,2,1,1,1,1,2,2,0
851,F,40,충청남도(세종시 포함),3,3,3,3,3,4,3,3,4,4,4,4,3,4
852,M,30,전라북도,3,1,3,3,3,1,3,3,3,3,3,3,1,1
853,F,60,강원도,2,2,3,4,5,2,3,3,3,3,3,4,3,3
854,F,20,경기도,2,1,1,3,3,2,3,3,4,3,4,3,3,0
855,M,40,서울특별시,2,3,3,4,4,3,3,3,3,3,3,3,3,2
856,M,30,대구광역시,1,2,3,2,3,3,5,2,3,3,1,3,1,1
857,F,30,대구광역시,2,2,3,3,4,3,4,4,4,4,4,4,3,3
858,M,50,울산광역시,4,3,3,4,4,3,3,3,3,3,3,4,3,0
859,M,50,전라남도,3,1,5,4,5,1,3,1,1,1,1,1,1,1
860,F,60,인천광역시,1,2,3,3,2,2,1,2,1,1,1,2,1,4
861,F,60,경기도,3,4,5,3,3,4,4,3,4,4,3,3,3,0
862,M,60,경상남도,3,2,3,3,3,3,4,4,4,2,3,4,4,1
863,M,40,제주도,3,1,2,3,4,1,3,4,3,5,3,4,2,1
864,M,60,인천광역시,2,2,4,3,2,3,5,3,4,3,4,4,2,1
865,M,40,인천광역시,3,3,2,3,3,3,4,3,4,4,4,4,3,4
866,M,30,경기도,3,2,3,3,4,2,4,2,4,3,4,3,3,1
867,F,60,부산광역시,1,1,3,1,3,3,5,3,4,4,4,5,5,0
868,F,20,경기도,2,4,4,5,4,3,4,3,3,3,3,4,4,0
869,M,50,부산광역시,1,2,4,4,3,2,3,2,3,4,3,3,2,0
870,F,20,강원도,2,3,4,3,3,3,3,3,3,4,3,3,1,3
871,F,50,경기도,2,1,3,1,1,1,2,1,1,1,1,1,1,0
872,F,60,충청남도(세종시 포함),2,1,2,3,3,1,1,1,1,1,1,5,1,3
873,M,50,경상북도,2,2,4,3,3,3,4,3,4,4,3,4,3,2
874,M,40,대구광역시,4,1,4,1,3,1,5,1,5,5,5,4,1,2
875,M,60,충청북도,2,3,3,2,3,3,3,2,2,3,3,3,3,1
876,M,30,부산광역시,2,3,2,3,2,4,4,2,2,3,2,2,3,2
877,F,60,경상남도,4,3,3,3,3,3,4,3,5,5,4,4,3,0
878,F,60,울산광역시,2,1,3,3,3,2,3,2,2,2,3,3,1,3
879,F,60,전라북도,2,4,1,5,2,3,5,4,5,4,3,4,2,3
880,M,60,부산광역시,2,3,4,3,4,2,1,3,3,3,3,3,1,1
881,M,50,경기도,2,2,3,2,3,1,3,4,3,1,4,3,1,2
882,F,20,경기도,3,4,4,4,4,4,4,4,4,4,4,5,4,0
883,F,60,인천광역시,4,1,2,3,3,1,3,2,3,3,2,4,1,0
884,F,60,광주광역시,3,3,3,3,3,3,3,3,1,4,4,2,3,1
885,F,20,인천광역시,2,1,5,3,3,3,5,3,4,3,4,5,3,3
886,M,50,충청남도(세종시 포함),3,2,3,3,2,2,3,3,3,3,3,2,3,1
887,M,40,서울특별시,4,3,5,3,4,3,4,3,5,3,3,4,3,1
888,M,50,경기도,3,1,2,2,2,2,4,2,4,4,3,4,2,0
889,M,40,충청북도,3,2,4,3,3,2,4,3,4,3,3,4,1,1
890,F,40,경상북도,3,2,3,4,3,3,4,4,4,4,4,4,2,4
891,M,50,경기도,4,1,4,1,4,1,3,2,3,3,2,3,1,0
892,M,50,경기도,4,2,1,1,3,4,3,1,4,3,4,4,1,0
893,M,40,충청남도(세종시 포함),3,3,3,4,3,4,5,2,5,4,5,5,2,1
894,M,40,서울특별시,3,1,5,3,2,2,5,1,3,3,4,2,1,1
895,F,50,경기도,2,2,3,3,4,2,4,3,4,4,4,4,2,0
896,F,30,대구광역시,2,3,1,2,2,3,3,2,2,2,3,2,2,3
897,F,40,경기도,3,1,2,3,3,1,3,2,4,4,4,2,1,4
898,F,60,경기도,2,3,3,3,3,3,3,4,3,4,3,3,3,0
899,M,20,경기도,4,1,5,4,5,2,5,1,5,5,5,5,3,0
900,F,50,광주광역시,4,1,3,4,3,3,1,3,1,3,3,4,1,0
901,M,50,부산광역시,1,1,4,2,1,1,5,1,4,4,3,2,1,0
902,M,50,경기도,4,1,4,2,2,2,4,2,5,4,5,3,2,0
